OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
MASA2026052000026,05/20/2026,"2026-05-21T08:04:40.330-05:00",MASA,MASA,A,WP,37,A,3350,L,,,K,,,,IN,C,87302,EMB,ERJ170200LL,17000394,24921,15520,,,,,,,,,,,EMB,"POWER SUPPLY",,,INOPERATIVE,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EMERGENCY LIGHT OVER 1ST CLASS SEATS INOP.   R & R EMERGENCY LIGHT POWER UNIT ASSY"
AALA202605212015,04/25/2026,"2026-05-21T10:42:01.193-05:00",AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,9011P,AIRBUS,A319115,5798,33277,16390,,,,,,,,,,,AIRBUS,FITTING,D5348004220502,,CORRODED,"ZONE 100",,,,,,,,,,,,,,,66,,23,R,,,,,,,,,,,,,,,2,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT RIGHT PASSENGER,  CREW DOOR CUTOUT LOWER SILL FORWARD CORNER SHAPE FITTING AT FR 66 AND S23R. REPLACED CORNER SHAPE FITTING PER SRM 51-72-11."
AALA202605210935,04/25/2026,"2026-05-21T10:42:01.353-05:00",AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,9011P,AIRBUS,A319115,5798,33277,16390,,,,,,,,,,,AIRBUS,FITTING,D5348004220702,,CORRODED,"ZONE 100",,,,,,,,,,,,,,,68,,23,R,,,,,,,,,,,,,,,2,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON RIGHT AFT PASSENGER / CREW DOOR CUT OUT LOWER SILL AFT CORNER SHAPE FITTING AT FR 68 AND S23R. REPLACED CORNER SHAPE FITTING PER SRM 51-42-11."
N6WA2026052001,05/19/2026,"2026-05-20T21:02:53.713-05:00",N6WA,N6WA,A,CE,03,A,5240,J,,,K,,,,IN,O,537GJ,CNDAIR,CL6002C11,10237,46648,34196,,,,,,,,,,,,HANDLE,,,"WARNING MESSAGE","ZONE 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SERVICE DOOR OUTER HANDLE CAUTION MSG. RECLYCLED SERVICE DOOR IAW CRJ 550 AMM 52-70-06 OPS CHECK GOOD."
N6WA2026052002,05/19/2026,"2026-05-20T21:06:15.030-05:00",N6WA,N6WA,A,CE,03,A,5270,J,,,C,,,,TO,O,537GJ,CNDAIR,CL6002C11,10237,46648,34196,,,,,,,,,,,,"WARNING MESSAGE",,,ILLUMINATED,"ZONE 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REJECTED T/O FOR RIGHT EMERGENCY DOOR CAUTION MESSAGE.   INSPECTED ACFT FOR HI REJECTED TAKE OFF IAW CRJ 550 AMM 05-51-27 WITHIN LIMITS NO MX REQUIRED."
QMLA2026052020031,05/20/2026,"2026-05-21T10:31:54.280-05:00",QMLA,QMLA,E,NM,06,A,2121,B,,,H,A,,,CR,O,407LS,BELL,407,53208,10082,8935,,,,,,,,,,,,BLOWER,,,SMOKE,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SMOKE AND FUMES IN CABIN/COCKPIT FROM SUSPECTED AIR CONDITIONER BLOWER ISSUE"
QR9R2026052000001,05/20/2026,"2026-05-20T19:17:35.603-05:00",QR9R,QR9R,B,SO,09,G,6220,O,,,K,,,,IN,V,,BOLKMS,BK117C2,9461,3880,,,,,,,,,,,,AIRBUS,"CONTROL LEVER",117142041,F6040,"OUT OF LIMITS","M/R HEAD",,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RECEIVED CONTROL LEVER ASSY FROM AIRBUS UNSERVICEABLE. MEASURED .030"" AROUND SLIP BUSHING, MAX ALLOWED IS .019""."
QXEA2026052000122,05/16/2026,"2026-05-20T20:01:23.040-05:00",QXEA,QXEA,A,NM,19,A,3350,J,,,K,,,,IN,V,,EMB,ERJ170200LR,17000961,5683,4809,,,,,,,,,,,,BATTERY,17044102803,,MALFUNCTIONED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EMERGENCY LIGHT BATTERY FAULT EICAS MESSAGE DISPLAYED. REMOVED FROM SERVICE. CMC FAULTS: EMER LT (FWD R)/WRG FAULT, 33500001UT1, EMER LT(FWD L)/WRG FAULT, 33500002UT1, EMER LT BATT(AFT R INBD/WRG FAULT, 33500003UT1, EMER LT BATT(AFT R OUTBD/WRG FAULT, 33500004UT1. C/W CYCLE OF SHIP'S POWER. CLEARED FAULT MSG. C/W CHARGING CHECK OF ELPU IAW AMM 33-50-01-800-801-A. C/W OPS CHECK OF EMERGENCY LIGHTNING IAW AMM 33-50-00-710-801-A. OPS CHECK GOOD. FAULT DID NOT RETURN. COULD NOT DUPLICATE. RETURNED TO SERVICE. NO PARTS REPLACED."
QXEA2026052000123,05/18/2026,"2026-05-20T20:06:01.830-05:00",QXEA,QXEA,A,NM,19,A,3350,O,,,O,,,,DE,V,638QX,EMB,ERJ170200LR,17000757,19744,13857,,,,,,,,,,,,LIGHT,SG99041237,,UNSECURE,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FLIGHT 2135. FLOOR LIGHTING STRIP DETACHED FROM FLOOR SEAT 1C.. REMOVED FROM SERVICE. RESECURED WITH ORIGINAL MATERIALS AS REQUIRED. NO FURTHER DEFECTS. RETURNED TO SERVICE. NO PARTS REPLACED."
SWAA2026052004464,05/18/2026,"2026-05-20T21:18:06.087-05:00",SWAA,SWAA,A,SW,29,A,7200,R,Y,J,E,A,,,CR,O,8682B,BOEING,7378H4,36651,33963,16824,CFMINT,CFM567B27E,862892,33963,16824,,,,,,,ENGINE,CFM567B27E,862892,FAILED,"NR 1",,,33963,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NR 1 ENGINE FAILED AT FL370. EGT SHOWED OVER TEMP. EGT RED BOX. OVERWEIGHT LANDING AT 149.3K LBS. NORMAL TOUCH DOWN.   REMOVED AND REPLACED NR 1 ENGINE PER MT 771-00-01.  COMPLIED WITH OVERWEIGHT LANDING CONDITIONAL INSPECTION PER AMM 05-51-35."
SWAA2026052004872,05/20/2026,"2026-05-20T21:18:06.250-05:00",SWAA,SWAA,A,SW,29,A,3610,M,J,,A,,,,CL,O,474WN,BOEING,7377H4,33861,71381,42885,CFMINT,CFM567B242,,,,,,,,,,"SHUTOFF VALVE",,,LEAKING,"NR 2 ENGINE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING CLIMB WE RECIEVED A M/C LIGHT OVHT/DEL ASSOCIATED WITH NR 2 ENGINE OVERHEAT LIGHT FOLLOWED THE QRC FOLLOWED BY THE QRH THE LIGHT EXTINGUISH ONCE WE BROUGHT THE T/R DOWN TO 40%.   PERFORMED FIM 26-10 TASK 805. PERFORMED ENGINE/APU FIRE DETECTION CONTROL MODULE BITE PER 26-10-01, OPS CHK GOOD. PERFORMED RESISTANCE CHECK OF NR 2 ENG FIRE LOOPS IAW WDM 26-11-21,  ALL RESISTANCE WITHIN LIMITS.  INSPECTED NR 2 ENG FIRE DETECTORS REF AMM 26-11-01; NO DEFECTS NOTED.  PERFORMED NR 2 ENG BLEED AIR LEAK CHKD IAW AMM 36-11-00. FOUND PRSOV LEAKING.  R & R NR 2 ENG PRSOV IAW AMM 36-11-04, OPS & LEAK CHKD GOOD.  PERFORMED NR 2 ENG HIGH POWER RUN IAW AMM 71-00-00, NO NR 2 ENGINE OVERHEAT INDICATION. ACFT OK FOR SERVICE."
SWAA2026052004467,05/18/2026,"2026-05-20T21:18:06.407-05:00",SWAA,SWAA,A,SW,29,A,2565,O,,,O,,,,TX,O,8575Z,BOEING,7378H4,63589,26319,13593,,,,,,,,,,,,SLIDE,,,"LOW PRESSURE","ZONE 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CHECKED R1 SLIDE PRESSURE, SHOWING IN RED.   REMOVED AND REPLACED IAW AMM 25-66-01-401-NG,  MT 725-61-06"
SWAA2026052092889,04/25/2026,"2026-05-20T21:18:06.567-05:00",SWAA,SWAA,A,SW,29,A,5720,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,ANGLE,,,CRACKED,"ZONE 500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACKED ANGLE ON AUXILIARY TRACK SLAT 1 AT LT WING.   REPLACED ANGLE ON AUXILIARY TRACK SLAT 1 AT LT WING IAW SOPM 20-50-01, REV 40, AND SRM 51-40-02."
SWAA2026052092890,04/25/2026,"2026-05-20T21:18:06.727-05:00",SWAA,SWAA,A,SW,29,A,5720,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,"SUPPORT BRACKET",,,CRACKED,"ZONE 600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACKED SUPPORT BRACKET IB FLAP INTERNAL CAVITY AT RT WING.   REPLACED SUPPORT BRACKET AND FASTENERS LOC IB FLAP INTERNAL CAVITY AT RT WING IAW SRM 51-40-02, SRM 51-10-02, ITEM 9, AND DWG 113A2100, SHEET 58, REV -."
SWAA2026052092425,04/23/2026,"2026-05-20T21:18:06.887-05:00",SWAA,SWAA,A,SW,29,A,5730,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,"ACCESS PANEL",,,DAMAGED,"ZONE 600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ELONGATED HOLES ON ACCESS PANEL 661BB AT RT WING .  REPAIRED ACCESS PANEL 661BB IAW SRM 51-70-04-2R-10, REPAIR 10."
SWAA2026052090779,04/18/2026,"2026-05-20T21:18:07.047-05:00",SWAA,SWAA,A,SW,29,A,5730,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,"ACCESS PANEL",,,DAMAGED,"ZONE 600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ELONGATED HOLES ON ACCESS PANEL 661BB AT RT WING.  REPAIRED ACCESS PANEL 661BB IAW SRM 51-70-04-2R-10, REPAIR 10."
SWAA2026052090784,04/18/2026,"2026-05-20T21:18:07.203-05:00",SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,STIFFENER,,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACKED STIFFENER FRONT SPAR LOCATED BS 540, LBL 24.75 AT CENTER SECTION.   REPLACED STIFFENER FRONT SPAR, IAW SRM 51-40-02, SRM 51-10-02, ITEM 9, DWG 111A6000, SHEET 245, REV-, AND DWG 111A2001, SHEET 77, REV-."
SWAA2026052097324,04/30/2026,"2026-05-20T21:18:07.370-05:00",SWAA,SWAA,A,SW,29,A,5350,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,"ACCESS PANEL",,,DETERIORATED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DETERIORATED ACCESS PANEL 193AL AT BODY FAIRING LT SIDE.  REPAIRED ACCESS PANEL 193AL AT BODY FAIRING IAW SRM 51-70-05-2R-6 REPAIR 6."
SWAA2026052093409,04/27/2026,"2026-05-20T21:18:07.530-05:00",SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64575,39253,,,,,,,,,,,BOEING,STRAP,,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACKED STRAP LOCATED BTW BS 312 & 328, BL 0 UPPER AREA AT E/E COMPARTMENT.   REPLACED THE STRAP IAW SRM 51-40-02, AND DWG 141A5400, SHEET 37, REV -."
SWAA2026052092892,04/25/2026,"2026-05-20T21:18:07.697-05:00",SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,"SUPPORT BRACKET",,,CRACKED,"ZONE 200",,,,,,,,,,,,,,,867,,2,R,3,R,,,,,,,,,,,,,,,"CRACK ON SUPPORT BRACKET LOCATED BS 867, BTW S2R & S3R.    REPLACED SUPPORT BRACKET LOCATED BS867 AND BTW STR2R TO STR3R AT PASSENGER CABIN IAW SRM 51-10-02, ITEM 9 AND DWG 146A7901, SHEET 66, REV A.  APPLIED PROTECTIVE TREATMENT ON HOLES IAW SRM 51-20-01."
SWAA2026052092611,04/24/2026,"2026-05-20T21:18:07.857-05:00",SWAA,SWAA,A,SW,29,A,5313,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,STRINGER,,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACKED STRINGER 23L,  BS 540 IN THE FWD CARGO BAY.  PERFORMED REPAIR STRINGER 23L LOCATED BETWEEN BS 500D MORE 10 INCHES TO BS 540 AT FWD CARGO COMPARTMENT IAW SRM 53-00-03-2R-1. REPAIR 1, AND DRAWING 143A3210, SHEET 74, REV B."
SWAA2026052091825,04/22/2026,"2026-05-20T21:18:08.017-05:00",SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,ANGLE,,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACKED ANGLE,  BS 500C, STR 26L IN THE FWD CARGO BAY.   REPLACED THE ANGLE IAW SRM 51-40-02, AND DWG 143A7505, SHEET 82, REV -."
SWAA2026052091365,04/20/2026,"2026-05-20T21:18:08.177-05:00",SWAA,SWAA,A,SW,29,A,5713,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,STRINGER,,,CRACKED,"ZONE 500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACKED STRINGER 9 INTERNAL AREA FUEL TANK UPPER POSITION,  BTW RIB 21 AND RIB 22 AT LT WING.   PERFORMED REPAIR ON STRINGER 9 INTERNAL LT WING FUEL TANK UPPER POSITION  IAW EA- 26-157-01136-WIP1 AND EA- 26-157-01136-WIP2."
SWAA2026052092894,04/26/2026,"2026-05-20T21:18:08.330-05:00",SWAA,SWAA,A,SW,29,A,5312,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,"VAPOR BARRIER",,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BS 663.75 VAPOR BARRIER CRACKED BTWN LBL 45 AND LBL 55.  REPAIRED VAPOR BARRIER IAW SRM 51-70-04-2R-10, REPAIR 10."
SWAA2026052092898,04/26/2026,"2026-05-20T21:18:08.490-05:00",SWAA,SWAA,A,SW,29,A,5312,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,"VAPOR BARRIER",,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BS 663.75 VAPOR BARRIER CRACKED BTWN LBL 45 AND LBL 55.  REPAIRED VAPOR BARRIER  IAW SRM 51-70-04-2R-10, REPAIR 10."
SWAA2026052092897,04/26/2026,"2026-05-20T21:18:08.650-05:00",SWAA,SWAA,A,SW,29,A,5312,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,"VAPOR BARRIER",,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BS 663.75 VAPOR BARRIER CRACKED BTWN LBL 45 AND LBL 55.  REPAIRED VAPOR BARRIER  IAW SRM 51-70-04-2R-10 REPAIR 10."
SWAA2026052092896,04/26/2026,"2026-05-20T21:18:08.807-05:00",SWAA,SWAA,A,SW,29,A,5312,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,"VAPOR BARRIER",,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BS 663.75 VAPOR BARRIER CRACKED BTWN LBL 45 AND LBL 55.  REPAIRED VAPOR BARRIER IAW SRM 51-70-04-2R-10 REPAIR 10."
SWAA2026052092893,04/26/2026,"2026-05-20T21:18:08.967-05:00",SWAA,SWAA,A,SW,29,A,5312,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,"VAPOR BARRIER",,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BS 663.75 VAPOR BARRIER CRACKED BTWN LBL 45 AND LBL 55.   REPAIRED VAPOR BARRIER IAW SRM 51-70-04-2R-10 REPAIR 10."
SWAA2026052089834,04/16/2026,"2026-05-20T21:18:09.123-05:00",SWAA,SWAA,A,SW,29,A,5312,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,"VAPOR BARRIER",,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BS 663.75 VAPOR BARRIER CRACKED BTWN LBL 45 AND LBL 55.  REPAIRED VAPOR BARRIER IAW SRM 51-70-04-2R-10 REPAIR 10."
SWAA2026052095780,05/06/2026,"2026-05-20T21:18:09.287-05:00",SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,SUPPORT,,,CORRODED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CORRODED SUPPORT ZEE,  BTWN BS 727+10 - 847 LBL 21.   REPAIRED SUPPORT ZEE IAW SRM 53-00-53-2R, REPAIR 5."
SWAA2026052094057,04/29/2026,"2026-05-20T21:18:09.443-05:00",SWAA,SWAA,A,SW,29,A,5311,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,FRAME,,,DAMAGED,"ZONE 100",,,,,,,,,,,,,,,727C,,,,,,,,,,22,R,,,156.4,,,,,,"ELONGATED HOLE ON FRAME, BS 727C, WL 156.4, RBL 22.   PERFORMED OVERSIZE HOLE LOCATED ON FRAME BS 727C IAW SRM 51-40-02-0G-0."
SWAA2026052092610,04/24/2026,"2026-05-20T21:18:09.603-05:00",SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,SUPPORT,,,CORRODED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CORRODED SUPPORT ZEE BTWN BS 727 - 847, LBL 21,  WL 156.  REPLACED SUPPORT ZEE AND CLIP SECTION IAW SRM 51-40-02-0G,  DWG 146A7500, SHEET 86, REV A, & DWG 146A7502 SHEET 27 REV-.  EVALUATED REEWORK AREAS LOC ON SUPPORT ZEE, AND FOUND WITHIN LIMITS IAW  SRM 53-00-53-1A-2, ALLOWABLE DAMAGE 2, STEP 4.A(2), DETAIL D, FIGURE 103.  NOMINAL THICKNESS IS 0.040; IAW SRM 53-60-53-0I-2 AND BAC1496-377.MRT IS;0.039 INCH."
SWAA2026052091985,04/22/2026,"2026-05-20T21:18:09.763-05:00",SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,GUSSET,,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACKED GUSSET, BS 500D, STR 19R.  REPLACED GUSSET BS 500D AND STR 19R FWD CARGO COMPARTMENT IAW SRM 51-40-02, SRM 51-10-02, ITEM 9, AND 143A7902 SHEET 174 REV -."
SWAA2026052091983,04/22/2026,"2026-05-20T21:18:09.923-05:00",SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,GUSSET,,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACKED GUSSET, BS 500D, STR 19L.   REPLACED GUSSET IAW SRM 51-40-02, SRM 51-10-02, ITEM 9, AND DWG 143A7902 SHEET 174 REV -."
SWAA2026052090782,04/18/2026,"2026-05-20T21:18:10.080-05:00",SWAA,SWAA,A,SW,29,A,5310,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,"PRESSURE DECK",,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250,1,,,"CRACK INDICATION FOUND ON THE  HORIZONTAL PRESSURE DECK WEB, RBL 42, BS 663 - 675.  PERFORMED PERMANENT REPAIR ON HORIZONTAL PRESSURE DECK, BS 663 - 675, RBL 30 - 60 IAW SRM 53-40-51-2R-2,. REPAIR 2."
SWAA2026052090277,04/17/2026,"2026-05-20T21:18:10.233-05:00",SWAA,SWAA,A,SW,29,A,5311,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,"STUB FRAME",,,CRACKED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.870,1,,,"CRACK INDICATION FOUND ON STUB FRAME, BS 294.5,  4.2 INCHES BELOW STRINGER 8R.   REPLACED STUB FRAME IAW SRM 51-40-02, SRM 51-10-02, ITEM 9, AND DWG 141A8370, SHEET 9, & 10, REV D."
SWAA2026052092184,04/23/2026,"2026-05-20T21:18:10.390-05:00",SWAA,SWAA,A,SW,29,A,5246,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,SKIN,,,CORRODED,"ZONE 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CORROSION ON THE INTERNAL SKIN, TOILET SERVICE DOOR 145AL  PERFORMED PERMANENT REPAIR LOCATED ON EXTERNAL SKIN TOILET SERVICE DOOR 145AL AT LOWER FUSELAGE IAW SRM 52-40-01-2R-8, REPAIR 8."
SWAA2026052004070,05/18/2026,"2026-05-20T21:18:10.550-05:00",SWAA,SWAA,A,SW,29,A,5210,O,,,O,,,,CR,O,8747Q,BOEING,7378,61870,16473,7705,,,,,,,,,,,,"ASSIST HANDLE",,,BROKEN,"ZONE 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FWD ENTRY DOOR PLACTIC HANDLE BROKEN.   INSTALLED FWD ENTRY DOOR ASSIST HANDLE IAW AMM 52-11-31."
SWAA2026052004068,05/18/2026,"2026-05-20T21:18:10.710-05:00",SWAA,SWAA,A,SW,29,A,5210,O,,,K,,,,IN,V,8739L,BOEING,7378,60231,16303,7949,,,,,,,,,,,BOEING,"ASSIST HANDLE",,,BROKEN,"ZONE 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L1 DOOR ASSIST HANDLE BROKEN.   REPLACED L1 DOOR ASSIST HANDLE IAW AMM 52-11-31."
SWAA2026052004934,05/18/2026,"2026-05-20T21:18:10.870-05:00",SWAA,SWAA,A,SW,29,A,2560,O,,,O,,,,TX,O,8922Q,BOEING,7378,42594,6086,3165,,,,,,,,,,,,FLASHLIGHT,,,"NO DISCREPANCY","ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FWD FA FLASHLIGHT WILL NOT TEST.  FOUND BOTH FWD FA FLASHLIGHTS WILL NOT TEST.<OK TO CONTINUE PER MEL 25-64-02A; SP1B.  PERFORMED FLASHLIGHT CHECK OF BOTH FWD FLASHLIGHTS UNDER FA SEATS IAW AMM 25-64-00. BOTH TEST CORRECTLY WITH NO FAULTS FOUND."
SWAA2026052004427,05/18/2026,"2026-05-20T21:18:11.027-05:00",SWAA,SWAA,A,SW,29,A,2560,O,,,O,,,,TX,O,8922Q,BOEING,7378,42594,6086,3165,,,,,,,,,,,,FLASHLIGHT,,,"NO DISCREPANCY","ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FWD FA FLASHLIGHT WILL NOT TEST.   FOUND BOTH FWD FA FLASHLIGHTS WILL NOT TEST.  OK TO CONTINUE PER MEL 25-64-02A; SP1B.  PERFORMED FLASHLIGHT CHECK OF BOTH FWD FLASHLIGHTS UNDER FA SEATS IAW AMM 25-64-00. BOTH TEST CORRECTLY WITH NO FAULTS FOUND."
SWAA2026052089838,04/16/2026,"2026-05-20T21:18:11.190-05:00",SWAA,SWAA,A,SW,29,A,2560,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,,"LIFE LINE",,,MISSING,"ZONE 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MISSING RETAINER ON EMERGENCY EXIT DOOR LIFE LINE RT AND LT SIDES. INSTALLED RETAINER ON EMERGENCY EXIT DOOR LIFE LINE RT AND LT SIDE IAW AMM 25-61-10-710-801, STEP 7 E (7)."
SWAA2026052092609,04/24/2026,"2026-05-20T21:18:11.357-05:00",SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,INTERCOSTAL,,,CRACKED,"ZONE 100",,,,,,,,,,,,,,,500D,520,28,R,,,,,,,,,,,,,,,,,"CRACKED INTERCOSTAL, BTW BS 500D - 520,  S28R IN THE FWD CARGO BAY.  REPLACED INTERCOSTAL IAW SRM 51-40-02, SRM 51-10-02, ITEM 9, AND DWG 143A7902, SHEET 126, REV A."
SWAA2026052092608,04/24/2026,"2026-05-20T21:18:11.513-05:00",SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,250WN,BOEING,7377H4,34972,64577,39254,,,,,,,,,,,BOEING,SUPPORT,,,CORRODED,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CORROSION SUPPORT ZEE BETWEEN BS 727 TO 767, RBL 21, WL 156.   REPLACED SUPPORT ZEE IAW SRM 51-40-02, AND DWG 146A7500, SHEET 85, REV A."
